id,etiqueta,nivel,numero,parte,titulo_pot,capitulo_pot,tipo,tema,es_definicion,resumen
n804,Artículo 379. Relación de actos de reconocimiento con otros tipos de licenciamiento.,3,379,PARTE I. COMPONENTE GENERAL. NORMA ESTRUCTURAL,TITULO IV         ACTUACIONES URBANÍSTICAS EN PROCESOS DE,CAPÍTULO V            RECONOCIMIENTOS DE EDIFICACIONES EN SUELO,articulo,Licenciamiento,0,"1.    Para el reconocimiento de las edificaciones existentes, de conformidad con las
      normas señaladas en este capítulo, no será condición previa la obtención de
      las licencias de urbanización, parcelación, subdivisión o reloteo del lote sobre
      el que se localiza la edificación objeto de reconocimiento.
2.    Cuando sobre la edificación objeto de reconocimiento se pretendan la
      realización de futuras intervenciones, bajo cualquiera de las modalidades de
      licencia de construcción previstas en el artículo 7 del Decreto Nacional 1469
      de 2010 o el que lo modifique, complemente o sustituya, para su aprobación
      será condición previa obtener la licencia de urbanización, parcelación,
      subdivisión o reloteo, según sea el caso, del lote de mayor extensión del cual
      hace parte el lote sobre el que se localiza la edificación que fue objeto de
      reconocimiento. En este caso, estas actuaciones no podrán superar las
      destinaciones, altura o el índice de construcción definidos como
      aprovechamientos máximos para cada polígono de tratamiento definidos en
      Artículo 280. Tabla Aprovechamientos y Cesiones Públicas.
3.    En el acto administrativo que expida el Curador Urbano otorgando el
      reconocimiento, deberá dejar constancia expresa que para futuras
      intervenciones sobre la edificación, mediante cualquiera de las modalidades
      de licencia de construcción, deberá obtener previamente la licencia de
      urbanización, parcelación, subdivisión o reloteo, según sea el caso, del lote de
      mayor extensión del cual hace parte el lote sobre el cual se localiza la
      edificación que fue objeto de reconocimiento."
n805,Artículo 378. Condiciones del reconocimiento de edificaciones.,3,378,PARTE I. COMPONENTE GENERAL. NORMA ESTRUCTURAL,TITULO IV         ACTUACIONES URBANÍSTICAS EN PROCESOS DE,CAPÍTULO V            RECONOCIMIENTOS DE EDIFICACIONES EN SUELO,articulo,,0,"Las condiciones aplican de la siguiente forma:
1.    En polígonos con tratamiento de Consolidación nivel 3 (CN3) y
      Mejoramiento Integral (MI): Edificaciones que no superen los 2 pisos y las 2
      destinaciones de vivienda.
2.    En polígonos con tratamiento de Consolidación niveles 1, 2, 4 y 5 y
      Conservación y al interior de las Áreas de Manejo Especial que se
      identifiquen en polígonos con tratamiento de Desarrollo y Renovación:
      Edificaciones que no superen los 3 pisos y 3 Viviendas.
3.    En los sectores de baja mixtura de uso residencial: Cuando las
      edificaciones de vivienda contemplen locales independientes, sólo se
      reconocerán los ubicados en el primer piso, que no ocupen más del 50% del
      área construida de dicho nivel. En todo caso el uso que se le asigne al local
      podrá generar requisitos adicionales de acuerdo con la normatividad sobre
      usos del suelo y específica vigentes.
A las edificaciones que superen la altura o las destinaciones de vivienda
determinadas en este capítulo, o las destinadas a usos diferentes al residencial, no
les aplica las normas contenidas en este capítulo y deberán ajustarse a las demás
normas urbanísticas y constructivas vigentes para su reconocimiento."
n806,Artículo 377. Objeto de reconocimientos de edificaciones.,3,377,PARTE I. COMPONENTE GENERAL. NORMA ESTRUCTURAL,TITULO IV  ACTUACIONES URBANISTICAS EN PROCESOS DE,CAPITULO V  RECONOCIMIENTOS DE EDIFICACIONES EN SUELO,articulo,Licenciamiento,0,"Las siguientes normas aplican en edificaciones individuales destinadas al uso
residencial, localizadas en suelo urbano y de expansión urbana, cuya construcción
se haya concluido como mínimo cinco (5) años antes de la solicitud del
reconocimiento en una Curaduría, según lo establecido en el artículo 64 del Decreto
Nacional 1469 de 2.010, siempre y cuando la Administración Municipal no tenga
abiertos procesos sancionatorios en aplicación de la Ley 810 de 2.003 o norma que
la adicione, modifique o sustituya.
Los aspectos normativos que no estén contemplados en este capítulo, se regirán
por las demás regulaciones contempladas en este Plan y por las normas específicas
que lo desarrollen o complementen.
Las edificaciones existentes ejecutadas con anterioridad a la fecha establecida en
este capítulo y que no cumplan con las condiciones para su reconocimiento,
deberán acogerse en todos los aspectos a la normativa establecida en este plan y
en las normas específicas que lo complementen para ser reconocidas.
Se deberá verificar el cumplimiento de las normas aplicables, en la totalidad del área
construida de la edificación. El acto administrativo del reconocimiento deberá incluir
todas las áreas construidas sin licencia.
Las edificaciones que hayan sido objeto de reconocimiento se podrán ampliar,
adecuar o modificar, siempre y cuando con estas actuaciones no superen las
destinaciones, altura o el índice de construcción definidos como aprovechamientos
máximos para cada polígono de tratamiento definidos en el Artículo 280. Tabla
Aprovechamientos y Cesiones Públicas.
Toda edificación objeto de reconocimiento, deberá contar con unas condiciones
adecuadas de seguridad, estabilidad, habitabilidad, salubridad y funcionalidad.
No se reconocerán las edificaciones localizadas en lotes que hagan parte del
sistema de espacio público natural (corrientes naturales de agua, sus retiros y
nacimientos, zona de alto riesgo no recuperable o suelos que tengan restricciones
geológico-geotécnicas para su desarrollo, entre otros), o en predios que hagan parte
del sistema de espacio público artificial y sus retiros (vías, parques, zonas verdes,
equipamientos, vías nacionales, líneas de alta tensión u oleoductos, entre otros).
El reconocimiento de las edificaciones que no cuentan con licencia de construcción,
y que contemplen usos diferentes al residencial no se regirá por los aspectos
normativos establecidos en este capítulo, sino por las regulaciones contempladas

en el presente Plan y las normas específicas que lo desarrollen o complementen.
Sólo podrán ser objeto de reconocimiento las edificaciones con uso diferente al
residencial que se hayan concluido como mínimo cinco (5) años antes de la solicitud
del reconocimiento en una Curaduría, según lo establecido en el artículo 64 del
Decreto Nacional 1469 de 2.010.
Parágrafo. De conformidad con lo estipulado en el parágrafo 4 del artículo 64 del
Decreto Nacional 1469 de 2.010, o la norma que lo adicione, modifique, o sustituya,
las solicitudes de reconocimiento masivo que pretenda adelantar la Administración
Municipal, directamente o a través de sus operadores, podrán ser tramitadas ante
la dependencia que sea determinada por el Alcalde mediante acto administrativo."
n807,CAPITULO V  RECONOCIMIENTOS DE EDIFICACIONES EN SUELO,2,5,,TITULO IV  ACTUACIONES URBANISTICAS EN PROCESOS DE,,capitulo,Intervención Estratégica|Licenciamiento,0,Capítulo V  RECONOCIMIENTOS DE EDIFICACIONES EN SUELO
n808,Artículo 376. Cerramientos.,3,376,PARTE I. COMPONENTE GENERAL. NORMA ESTRUCTURAL,TITULO IV  ACTUACIONES URBANISTICAS EN PROCESOS DE,CAPITULO IV  NORMAS RELACIONADAS CON LA HABITABILIDAD Y,articulo,,0,"Los lotes sin edificar que no estén ubicados entre muros medianeros deberán
cercarse perimetralmente por parte de sus dueños con malla transparente o
elementos similares, que permitan la integración visual directa, dejando libre el área
que habrá de pertenecer al espacio público correspondiente a la vía, de acuerdo
con la conformación vial del sector.
Podrán ser construidos muros o fachadas completamente cerradas con cualquier
tipo de material, en lotes sin edificar ubicados entre medianeros en un sector
consolidado cuando se trate de cerramientos temporales, previstos para garantizar
la protección de los ciudadanos por la ejecución de obras de construcción o civiles

públicas o privadas, sin interrumpir, en ambos casos, la movilidad vehicular y/o
peatonal sobre las fajas de circulación públicas.
En ningún caso se podrá autorizar a un interesado a cerrar zonas verdes, parques,
plazas, vías o equipamientos que hayan sido objeto de cesión pública por
requerimientos establecidos a los procesos de urbanización, desarrollos por
construcción o legalización urbanística.
La Administración Municipal podrá cerrar zonas verdes, parques y otras zonas de
uso público distintas a las que fueron objeto de cesión por procesos de urbanización
y construcción o legalización urbanística, cuando por razones de seguridad lo
considere conveniente de conformidad con lo establecido en la Ley 388 de 1997 y
artículo 2 de la Ley 810 de 2003.
Los cerramientos serán construidos sobre las líneas o perímetros resultantes del
cumplimiento de los retiros a las corrientes de agua, del respeto por las fajas viales
públicas, de los retiros frontales y de fondo, entre otros, que se definan en las
normas específicas que serán expedidas por la Administración Municipal.
La altura y tipo de cerramiento, así como otros aspectos relacionados con éstos, en
los casos donde se permita, se definen en los artículos 211 al 215 del Decreto 409
de 2.007 o en las normas que lo modifiquen o sustituyan.
En la aprobación de los proyectos se propenderá porque éstos contemplen la
creación de espacios públicos y privados que permitan una dinámica urbana
económica y movilidad continua de los usuarios del sector, sobre todo dando frente
a las vías, parques, plazas y zonas verdes recreacionales y hacia retiros de
quebradas.
Parágrafo. La Administración Municipal evaluará las condiciones de los
cerramientos actuales y su posibilidad de modificación; si es el caso, autorizará el
acceso con condiciones de horario u otras, a los espacios públicos cuando se
acrediten razones de seguridad. Los copropietarios de unidades a las que se
autorice el cerramiento, como contraprestación por la administración de dichos
espacios, le darán el pertinente mantenimiento a las zonas comunes como vías,
alumbrado público, zona arbórea y demás que tengan pertinencia.

       CAPÍTULO V            RECONOCIMIENTOS DE EDIFICACIONES EN SUELO
                              URBANO Y DE EXPANSIÓN URBANA."
n809,Artículo 375. Seguridad física y la funcionalidad para los desarrollos constructivos.,3,375,PARTE I. COMPONENTE GENERAL. NORMA ESTRUCTURAL,TITULO IV  ACTUACIONES URBANISTICAS EN PROCESOS DE,CAPITULO IV  NORMAS RELACIONADAS CON LA HABITABILIDAD Y,articulo,Equipamientos|Tratamientos Urbanísticos,0,"Las edificaciones en altura, dependiendo del número de pisos, tipología y
destinaciones, deberán contemplar dentro de su diseño ascensores o medios
mecánicos similares.
Todas las edificaciones deberán disponer de salidas y entradas amplias y sin
obstáculos de cualquier índole, de escaleras, descansos y rampas que cumplan con
las dimensiones y pendientes requeridas de acuerdo con el uso y número de
personas que las habiten o usufructúen, servicios de aseo, cuartos de basuras,
shute o buitrón para canalizar las basuras, buitrones para canalizaciones
telefónicas, citófonos, alarmas, redes de gas, alcantarillado, acueducto, teléfono y
similares, elementos preventivos y para contrarrestar incendios, desagües para
aguas lluvias u otras, servicios de portería, servicio sanitario común o al servicio de
la portería, cuartos útiles y técnicos, tanques de agua, terrazas para el rescate de
personas en caso de incendio u otros riesgos, parqueaderos privados y para
visitantes.
Los aspectos específicos sobre estos temas están reglamentados en los Decretos
409 de 2007 y 1521 de 2008 y en las normas que los modifiquen o sustituyan."
n810,Artículo 374. Iluminación y ventilación.,3,374,PARTE I. COMPONENTE GENERAL. NORMA ESTRUCTURAL,TITULO IV  ACTUACIONES URBANISTICAS EN PROCESOS DE,CAPITULO IV  NORMAS RELACIONADAS CON LA HABITABILIDAD Y,articulo,,0,"1.    Toda edificación debe disponer de iluminación y ventilación natural y directa a
      través de fachadas, patios y vacíos. Se exceptúan de esta exigencia, las
      edificaciones destinadas a los usos comercial, industrial y de servicios
      mercantiles, las cuales deberán dejar las áreas libres que se les exigen por
      norma, y podrán utilizar medios artificiales y mecánicos para garantizar
      iluminación y ventilación adecuada en todos los espacios internos. En las
      instalaciones industriales que por motivo de sus procesos técnicos requieran
      de condiciones especiales de iluminación y ventilación, éstas se harán de
      acuerdo con las especificaciones requeridas para tal efecto.
2.    Las especificaciones respecto a patios y vacíos se determinarán teniendo en
      cuenta la altura de la edificación y los espacios a iluminar.
3.    Los espacios principales tales como áreas sociales y alcobas en las
      edificaciones destinadas al uso residencial, en cualquiera de sus tipologías,
      deben estar iluminados y ventilados directamente; se exceptúan las áreas
      destinadas a servicios sanitarios, las cuales podrán ventilarse indirectamente
      a través de otros espacios de servicios, por buitrones o por medios mecánicos.
4.    Se deberán observar los requerimientos de distancias mínimas entre fachadas
      de acuerdo con su tipología para evitar los registros visuales, los
      requerimientos de privacidad e independencia entre los habitantes de las
      diferentes propiedades privadas, retiros entre edificaciones de altura
      considerable para evitar el encajonamiento de vía y la disminución de las
      condiciones de habitabilidad en los primeros pisos, secciones mínimas de vías
      y otros retiros o reglamentaciones en razón de las actividades que se realicen
      en las edificaciones y la compatibilidad entre las mismas.
5.    Aplicará la norma específica para las condiciones de iluminación y ventilación
      de las edificaciones, contenida en los artículos 292 del Decreto Municipal 409
      de 2007 y 39 del Decreto Municipal 1521 de 2008 o las normas que los
      modifiquen o sustituyan.
6.    Se deberá cumplir con lo establecido en el título J de la NSR_10 con respecto
      a la protección contra incendios en las edificaciones.

Parágrafo. Toda edificación destinada al uso residencial en cualquiera de las
tipologías de vivienda, deberá cumplir con las condiciones de Seguridad Estructural
y las disposiciones y regulaciones establecidas en el Reglamento Colombiano de
Construcción Sismo Resistente - NSR-10 o Decreto reglamentario 926 de 2010 de
la Ley 400 de 1997 o las normas que le modifiquen o sustituyan)."
n811,Artículo 373. De la accesibilidad en edificaciones y disposiciones para personas con movilidad reducida.,3,373,PARTE I. COMPONENTE GENERAL. NORMA ESTRUCTURAL,TITULO IV  ACTUACIONES URBANISTICAS EN PROCESOS DE,CAPITULO IV  NORMAS RELACIONADAS CON LA HABITABILIDAD Y,articulo,,0,"En todo proyecto de construcción de cualquier edificación que haya de destinarse a
la prestación de un servicio directo al público, a cualquiera de las actividades
comerciales, de servicio y a otros usos de atención al público, deberán disponer los
andenes inmediatamente anexos a la edificación, las puertas de acceso, las
rampas, las circulaciones internas y los ascensores, en los casos en que éstos se
exijan, de forma tal que permitan la fácil circulación e ingreso de las personas con
movilidad reducida según las especificaciones que para el efecto dicten el Ministerio
de Salud y demás entidades competentes.
Así mismo, el proyecto correspondiente deberá prever las áreas que habrán de
destinarse para la adecuación de parqueaderos, baños públicos y cabinas
telefónicas para las personas con movilidad reducida, además de las áreas para el
estacionamiento de sillas o elementos similares. Las instalaciones destinadas al uso
de teatros, salas de cine y actividades de concentración pública o similar deberán
contemplar sitios aptos para la ubicación de estas personas.
Se deberán cumplir en todo proyecto constructivo, sea público o privado, donde se
haya de intervenir el espacio público, lo establecido en las normas específicas y las
demás disposiciones vigentes relacionadas con el tema que los modifiquen,
sustituyan o complementen. En todo caso se deberá dar cumplimiento a Ley 1346
de 2.009 y Al artículo 14, numeral 8 y Artículo 20, numeral 1 de la Ley 1618 de 2013.
Parágrafo 1: Al momento del recibo de obra se verificará el cumplimiento de las
especificaciones definidas en la norma que regule la accesibilidad de personas con
movilidad reducida, en las diferentes actuaciones urbanísticas.
Parágrafo 2: La falta de regulación específica no será excusa para el no
cumplimiento de esta disposición. En caso de una ausencia de este tipo se acudirá

a la aplicación directa o analógica de normas departamentales, nacionales o
internacionales, entre tanto se expida la norma."
n812,Artículo 372. Disposiciones generales sobre accesibilidad.,3,372,PARTE I. COMPONENTE GENERAL. NORMA ESTRUCTURAL,TITULO IV  ACTUACIONES URBANISTICAS EN PROCESOS DE,CAPITULO IV  NORMAS RELACIONADAS CON LA HABITABILIDAD Y,articulo,,0,"Las edificaciones deberán presentar su acceso al nivel próximo del andén
perteneciente a la vía pública, la fachada en el primer piso deberá ser abierta y se
integrará total o parcialmente al antejardín y a los componentes de la vía. En los
corredores de transporte masivo de mediana capacidad que incluyan vías
exclusivas para el sistema, no se permitirá el acceso vehicular directo a las
edificaciones.
Las formas de proyectar los accesos a las edificaciones deberán cumplir con
requerimientos de dimensionamiento de puertas de acceso, pendientes de las
rampas de circulación vehicular y peatonal, dimensiones de escaleras, distancias
entre los accesos a cada edificación y proximidad entre éstos y al borde de la
esquina, salidas de emergencia, circulaciones y accesos adecuados a los cuartos
técnicos, de basura y aseo.
El porcentaje y la forma de acceder a las edificaciones que no impacte la
conformación topográfica de los terrenos o el urbanismo del sector, entre otros, son
aspectos que serán desarrollados en las normas específicas que sean expedidas
por la Administración Municipal de conformidad con sus facultades reglamentarias.
Supletoriamente aplicarán las disposiciones contenidas en los artículos 290, 291 y
296 del Decreto 409 de 2007 y en los artículos 40 al 43 del Decreto 1521 de 2008
o las normas que los modifiquen o sustituyan.

Parágrafo 1. Al momento del recibo de obra se verificará el cumplimiento de las
especificaciones definidas en la norma que regule la accesibilidad de personas con
movilidad reducida, en las diferentes actuaciones urbanísticas.
Parágrafo 2. La falta de regulación específica no será excusa para el no
cumplimiento de esta disposición. En caso de una ausencia de este tipo se acudirá
a la aplicación directa o analógica de normas departamentales, nacionales o
internacionales, entre tanto se expida la norma."
n813,Artículo 371. Unidades económicas en desarrollos de vivienda de interés social prioritario (VIP).,3,371,PARTE I. COMPONENTE GENERAL. NORMA ESTRUCTURAL,TITULO IV  ACTUACIONES URBANISTICAS EN PROCESOS DE,CAPITULO IV  NORMAS RELACIONADAS CON LA HABITABILIDAD Y,articulo,Vivienda|Tratamientos Urbanísticos,0,"Los proyectos urbanísticos y/o constructivos destinados a vivienda de interés social
prioritaria que presenten más de 10 unidades de vivienda, deberán contemplar un
área destinada al comercio y servicios equivalente a un metro cuadrado (1,00 m²)
por cada unidad de vivienda; dicha unidad económica estará localizada en el primer
piso de la edificación.
Parágrafo. En el caso de desarrollos que presenten 200 unidades de vivienda o
más, se concentrará el uso en uno o varios agregados comerciales que no superen
los doscientos metros cuadrados de área construida por agregado en total. A estos
locales o agregados comerciales, le serán aplicables las normas específicas que al
respecto se encuentren vigentes."
n814,Artículo 370. Área mínima construida de vivienda.,3,370,PARTE I. COMPONENTE GENERAL. NORMA ESTRUCTURAL,TITULO IV  ACTUACIONES URBANISTICAS EN PROCESOS DE,CAPITULO IV  NORMAS RELACIONADAS CON LA HABITABILIDAD Y,articulo,,0,"Con base en criterios ambientales, sociales y económicos la unidad de vivienda
según la tipología por precio de vivienda, tanto en los desarrollos urbanísticos y en
las edificaciones aisladas o desarrollos por construcción deberán ser proyectadas
así:
Tabla: Área mínima construida de vivienda según tipo y número de alcobas
            Todas las tipologías                                            Área mínima
 Vivienda de una (1) alcoba (aparta estudio)                                  30,00 m2
 Vivienda de 2 alcobas                                                        45,00 m2
                                                                                     Área mínima para vivienda tipo
 Número de alcobas                             Área mínima para vivienda tipo VIP    VIS y No VIS
 Vivienda de 3 alcobas                                      54,00 m 2                            60,00 m2
 Vivienda de 4 alcobas
                                                           72,00 m *                             80,00 m2
 * Sólo en desarrollo progresivo.
 Nota: La diferencia en áreas para viviendas VIP de 3 y 4 alcobas respecto a las viviendas VIS y NO VIS, obedece a razones
 de tipo económico, ya que la tipo VIP al ser objeto de subsidio familiar de vivienda (SFV), según Decreto Nacional 075 de
 2013, no podrá superar 70 SMLMV o el tope de la valor estipulado por el respectivo Plan Nacional de Desarrollo.

Las viviendas, deberán garantizar que al menos uno de los lados de las alcobas, no
sea inferior a 2,8 metros lineales y su área respectiva no esté por debajo de 7,8 m2."
n815,Artículo 369. Componentes de la vivienda.,3,369,PARTE I. COMPONENTE GENERAL. NORMA ESTRUCTURAL,TITULO IV  ACTUACIONES URBANISTICAS EN PROCESOS DE,CAPITULO IV  NORMAS RELACIONADAS CON LA HABITABILIDAD Y,articulo,Vivienda,0,"Toda unidad de vivienda, deberá contener para su adecuado funcionamiento los
siguientes espacios ó áreas:
1.     Área de servicios para la higiene y preparación de alimentos (baño completo,
       cocina, zona de ropas).
2.     Área social (salón comedor)
3.     Área privada (alcobas)
Así mismo, deberá garantizar condiciones adecuadas de localización, habitabilidad,
funcionalidad y seguridad para la totalidad de las tipologías de vivienda.
Parágrafo. La vivienda puede ser mixta cuando además de cumplir con todos los
requisitos o componentes propios de la vivienda familiar, en su interior se desarrolla
una actividad económica. Se puede presentar en cualquier tipología residencial. La
intensidad de la actividad económica, deberá ser consistente con la proporción de
usos del suelo con base en los aprovechamientos asignados para el tratamiento
respectivo."
n816,ACCESIBILIDAD DE LAS EDIFICACIONES,4,0,,TITULO IV  ACTUACIONES URBANISTICAS EN PROCESOS DE,CAPITULO III  ESTACIONAMIENTOS,otro,,0,ACCESIBILIDAD DE LAS EDIFICACIONES
n817,CAPITULO IV  NORMAS RELACIONADAS CON LA HABITABILIDAD Y,2,4,,TITULO IV  ACTUACIONES URBANISTICAS EN PROCESOS DE,,capitulo,Intervención Estratégica,0,Capítulo IV  NORMAS RELACIONADAS CON LA HABITABILIDAD Y
n818,Artículo 368. Estacionamientos para desarrollos constructivos que requieren estudio de impacto sobre la movilidad.,3,368,PARTE I. COMPONENTE GENERAL. NORMA ESTRUCTURAL,TITULO IV  ACTUACIONES URBANISTICAS EN PROCESOS DE,CAPITULO III  ESTACIONAMIENTOS,articulo,Movilidad|Tratamientos Urbanísticos,0,"Las actuaciones urbanísticas que generen ciento cincuenta (150) o más celdas
para el estacionamiento de vehículos, o que independiente del número de celdas
se considere que genere problemas de este tipo por su localización en un corredor
de transporte público colectivo/masivo, autopista o arteria, deberán presentar un
análisis de movilidad al Departamento Administrativo de Planeación, mediante el
cual se sustente la solución al interior y al exterior del proyecto con el objeto de
evaluar el acceso y evacuación de los vehículos, sus impactos en el sistema vial
aledaño y determinar las obras que se requieren realizar. Para efectos de la
obtención de la licencia de urbanismo y construcción del proyecto se deberá
acreditar ante el respectivo curador el acto administrativo que aprueba el análisis de
movilidad y las obras que se requieren realizar por el proyecto.
Sí el análisis muestra puntos saturados o conflictivos, el interesado deberá
presentar las alternativas de solución a realizar, a la Administración Municipal o la
entidad competente para tal efecto.

      CAPÍTULO IV           NORMAS RELACIONADAS CON LA HABITABILIDAD Y
                            ACCESIBILIDAD DE LAS EDIFICACIONES"
n819,Artículo 367. Celdas de parqueo para personas con movilidad reducida.,3,367,PARTE I. COMPONENTE GENERAL. NORMA ESTRUCTURAL,TITULO IV  ACTUACIONES URBANISTICAS EN PROCESOS DE,CAPITULO III  ESTACIONAMIENTOS,articulo,Movilidad|Espacio Público,0,"En los estacionamientos privados y para visitantes de todas las edificaciones
abiertas al público como edificios de uso público, centros comerciales, nuevas
urbanizaciones y unidades residenciales entre otras, se debe contar con celdas para
personas con movilidad reducida de acuerdo con la reglamentación expedida para
tal efecto por el gobierno nacional, en una proporción como mínimo de una (1) por
cada treinta (30) celdas. Estas celdas deben poseer señalización visible que permita
orientar al vehículo e indicarle la ubicación. La dimensión de estas celdas será de
tres con cincuenta metros (3,50 m.) de ancho por cinco metros (5,00 m.) de largo.
En los casos donde se localizan 2 celdas unidas, éstas pueden compartir un espacio
central libre de un metro (1,00 m.), dándole a cada celda dos con cincuenta metros
(2,50 m.) de ancho."
n820,Artículo 366. Exigencias de Estacionamientos para Vivienda de Interés Prioritario.,3,366,PARTE I. COMPONENTE GENERAL. NORMA ESTRUCTURAL,TITULO IV  ACTUACIONES URBANISTICAS EN PROCESOS DE,CAPITULO III  ESTACIONAMIENTOS,articulo,Movilidad|Vivienda,0,"Todo proyecto de VIP deberá cumplir con las obligaciones de estacionamientos de
vehículos y motos, que se establecen en la siguiente tabla:
                              Obligación Vehículos                                    Obligación Motos
 VIP                                  1/10                                                   1/3
 Para la aplicación de la anterior relación, número de celdas de parqueo exigidas y número de viviendas, se entenderá que
 el numerador corresponde a las celdas por generar y el denominador a las viviendas por cubrir con dicha obligación

1.     Obligatoriedad de parqueaderos para bicicletas: 1 por cada 10
       parqueaderos de vehículos privados
2.     Las celdas de parqueo objeto de la mencionada reglamentación no podrán ser
       enajenadas.
3.     No se podrá generar mayor o menor cantidad de celdas de estacionamiento
       para vehículos y motos.
Parágrafo 1. Las celdas de parqueo objeto de la mencionada reglamentación
deberán mantenerse como bienes comunes y no podrán ser enajenadas.
Parágrafo 2. Las celdas producto de la aplicación de la norma anterior serán
comunes en las unidades cerradas y públicas y en las urbanizaciones abiertas,
según el proyecto urbanístico."
n821,Artículo 365. Estacionamientos para otros usos diferentes al residencial.,3,365,PARTE I. COMPONENTE GENERAL. NORMA ESTRUCTURAL,TITULO IV  ACTUACIONES URBANISTICAS EN PROCESOS DE,CAPITULO III  ESTACIONAMIENTOS,articulo,Movilidad|Vivienda,0,"La siguiente tabla indica el número máximo de estacionamientos en usos diferentes
al residencial, por cada 100 metros cuadrados construidos totales.

                                             Comercio, Oficinas, y Establecimientos Públicos
      Estrato                                                                                            Motos
                                 Privado                             Visitantes
          1                       1/100                                1/100                              1/50
          2                       1/100                                1/100                              1/50
          3                       1/100                                1/100                              1/50
          4                       1/100                                 1/50                             1/100
          5                       1/100                                 1/50                             1/100
          6                       1/100                                 1/50                             1/100
 Para la aplicación de la anterior relación, número de celdas de parqueo exigidas y metros cuadrados construidos, se
 entenderá que el numerador corresponde a las celdas por generar y el denominador a los metros cuadrados por cubrir con
 dicha obligación

1.     Obligatoriedad de parqueaderos para bicicletas: 1 por cada 10
       parqueaderos de vehículos privados.
2.     Las áreas generadas por los parqueaderos privados y de visitantes al servicio
       del proyecto, que excedan el tope máximo establecido por norma,
       contabilizarán dentro de las áreas para índice de construcción."
n822,Artículo 364. Estacionamientos para uso residencial.,3,364,PARTE I. COMPONENTE GENERAL. NORMA ESTRUCTURAL,TITULO IV  ACTUACIONES URBANISTICAS EN PROCESOS DE,CAPITULO III  ESTACIONAMIENTOS,articulo,Movilidad|Vivienda|Usos del Suelo,0,"La siguiente tabla indica el número máximo de estacionamientos por vivienda,
estableciendo la relación del número de celdas por cada destinación.
                                           Privados                                          Visitantes
       Estrato                                                                                               Motos
                                Vehículo                  Motos                   Vehículo
           1                       1/1                     1/1                      1/4                        1/4
           2                       1/1                     1/1                      1/4                        1/4
           3                       1/1                     1/1                      1/4                        1/4
           4                     1.25/1                    1/4                      1/3                        1/6
           5                      1.5/1                    1/4                      1/3                        1/6
           6                      1.5/1                    1/4                      1/3                        1/6
 Para la aplicación de la anterior relación, número de celdas de parqueo exigidas y número de viviendas, se entenderá que
 el numerador corresponde a las celdas por generar y el denominador a las viviendas por cubrir con dicha obligación

1.     En estrato 4 se podrá pasar a 1,50 celdas de parqueaderos privadas por
       vivienda; las celdas adicionales resultantes con respecto a la tabla donde se
       asigna el tope máximo, serán objeto de pago de obligación de cesión de suelo

      equivalente a cinco metros cuadrados (5,00 m2) por cada unidad de
      estacionamiento adicional. Si adicionalmente se excede esta relación, las
      celdas de parqueadero resultantes serán objeto de pago de obligación de
      cesión de suelo equivalente a cinco metros cuadrados (5,00 m2) por cada
      unidad de estacionamiento adicional y se contabilizarán dentro del índice de
      construcción. Esta obligación adicional será pagada en dinero.
2.    En estratos 5 y 6 se podrá pasar a dos (2) celdas de parqueaderos privados
      por vivienda; las celdas adicionales resultantes con respecto a la tabla donde
      se asigna el tope máximo, serán objeto de pago de obligación de cesión de
      suelo equivalente a cinco metros cuadrados (5,00 m2) por cada unidad de
      estacionamiento adicional. Si adicionalmente se excede esta relación, las
      celdas de parqueadero resultantes serán objeto de pago de obligación de
      cesión de suelo equivalente a cinco metros cuadrados (5,00 m2) por cada
      unidad de estacionamiento adicional y se contabilizarán dentro del índice de
      construcción. Esta obligación adicional será pagada en dinero.
3.    Obligatoriedad de parqueaderos para bicicletas: Será de 1 por cada 10
      parqueaderos de vehículos privados.
4.    Las áreas generadas por los parqueaderos de visitantes al servicio del
      proyecto, que excedan el tope máximo establecido por norma, contabilizarán
      dentro de las áreas para índice de construcción. La proporción de los
      parqueaderos de visitantes expresada en esta tabla estará vigente hasta tanto
      se formule el Plan Maestro de Estacionamientos que hace parte del Plan
      Integral de Movilidad Sostenible.
Parágrafo 1. La reglamentación de incentivos para la construcción de edificios
dedicados principalmente a estacionamientos de vehículos, en cercanías a las
estaciones de transporte público colectivo o masivo y en los corredores de alta y
media mixtura estará contenida en el Plan Maestro de Estacionamientos el cual
hace parte del Plan Integral de Movilidad Sostenible.
Parágrafo 2: Cuando la cifra resultante de aplicar la relación de parqueaderos por
unidades de vivienda, o por metros cuadrados construidos, dé como resultado un
decimal se aproximará al número entero inmediatamente superior."
